artist_name,year_artist_born,age,length,width,height,year_of_work,age_at_work,lower_est_USD,upper_est_USD,sold_in_USD,Material_Category,act_area,posthumous_combined
Wu Guanzhong,1919.0,91.0,70.0,140.0,1.0,2000.0,81.0,5098.92,7648.38,17667.75,10,9800.0,1
Theo Meier,1908.0,74.0,98.0,88.0,1.0,1975.0,67.0,10197.84,15296.76,30517.03,1,8624.0,1
Dang Xuan Hoa,1959.0,63.0,65.0,65.0,1.0,2003.0,44.0,6373.65,11472.57,8833.88,1,4225.0,0
Popo Iskandar,1927.0,73.0,100.0,120.0,1.0,1993.0,66.0,6373.65,8923.11,19273.91,1,12000.0,1
Dang Xuan Hoa,1959.0,63.0,70.0,50.0,1.0,2003.0,44.0,7648.38,11472.57,14455.43,1,3500.0,0
Affandi,1907.0,83.0,50.0,39.5,1.0,1966.0,59.0,7648.38,11472.57,12849.28,1,1975.0,1
Han Snel,1925.0,73.0,78.0,116.5,1.0,1957.0,32.0,7648.38,11472.57,9636.96,1,9087.0,1
Gerard Pieter Adolfs,1898.0,70.0,80.0,60.0,1.0,1979.0,81.0,7648.38,11472.57,11243.12,1,4800.0,1
Léonard Tsuguharu Foujita,1886.0,82.0,54.5,74.1,1.0,1947.0,61.0,2549.46,5098.92,3212.32,10,4038.45,1
Jean Dubuffet,1901.0,84.0,27.0,21.5,1.0,1967.0,66.0,16078.5,21438.0,32414.26,10,580.5,1
Jean Dubuffet,1901.0,84.0,27.0,21.5,1.0,1967.0,66.0,21438.0,32157.0,60776.73,10,580.5,1
Alfonso A. Ossorio,1916.0,74.0,21.0,21.0,14.0,1967.0,51.0,6431.4,8575.2,25661.29,5,6174.0,1
Leonardo Cremonini,1925.0,85.0,117.0,89.0,1.0,1967.0,42.0,21438.0,32157.0,37816.63,1,10413.0,1
Ralph Goings,1928.0,88.0,114.5,132.0,1.0,1966.0,38.0,21438.0,42876.0,37816.63,1,15114.0,1
Alighiero Boetti,1940.0,54.0,50.8,72.5,1.0,1989.0,49.0,96471.0,128628.0,148565.34,4,3683.0,1
Bernard Frize,1949.0,73.0,152.0,130.0,1.0,2010.0,61.0,21438.0,32157.0,32414.26,1,19760.0,0
Niele Toroni,1937.0,85.0,65.0,75.0,1.0,1971.0,34.0,21438.0,26797.5,29713.07,10,4875.0,0
Niele Toroni,1937.0,85.0,65.0,75.0,1.0,1971.0,34.0,21438.0,26797.5,27011.88,10,4875.0,0
Carlos Cruz-Diez,1923.0,96.0,61.0,61.5,1.0,1967.0,44.0,75033.0,107190.0,135059.4,1,3751.5,1
Victor Vasarely,1908.0,89.0,198.8,200.3,1.0,1970.0,62.0,160785.0,214380.0,243106.92,1,39819.64000000001,1
Peter Halley,1953.0,69.0,176.0,102.0,10.0,2006.0,53.0,42876.0,64314.0,67529.7,1,179520.0,0
Ettore Spalletti,1940.0,79.0,65.5,90.5,1.0,1989.0,49.0,37516.5,53595.0,56724.95,5,5927.75,1
Pierre Soulages,1919.0,103.0,75.8,56.7,1.0,1977.0,58.0,160785.0,214380.0,270118.8,7,4297.86,0
Jean Degottex,1918.0,70.0,130.0,160.0,1.0,1958.0,40.0,75033.0,107190.0,81035.64,1,20800.0,1
Georges Mathieu,1921.0,91.0,92.0,60.0,1.0,1964.0,43.0,64314.0,85752.0,135059.4,1,5520.0,1
Friedensreich Hundertwasser,1928.0,72.0,59.0,67.5,1.0,1953.0,25.0,107190.0,160785.0,350618.49,1,3982.5,1
Roger Bissière,1886.0,78.0,65.0,81.0,1.0,1961.0,75.0,21438.0,32157.0,35115.44,1,5265.0,1
Jean-Michel Atlan,1913.0,47.0,130.0,80.0,1.0,1957.0,44.0,42876.0,64314.0,216095.04,1,10400.0,1
Maria Helena Vieira da Silva,1908.0,84.0,33.0,46.0,1.0,1951.0,43.0,85752.0,128628.0,114800.49,1,1518.0,1
Jean Fautrier,1898.0,66.0,46.0,65.0,1.0,1963.0,65.0,85752.0,128628.0,108047.52,1,2990.0,1
Jean Bazaine,1904.0,97.0,92.0,60.5,1.0,1944.0,40.0,21438.0,32157.0,54023.76,1,5566.0,1
Corneille,1922.0,88.0,54.0,65.0,1.0,1960.0,38.0,27869.4,37516.5,64828.51,1,3510.0,1
Lynn Russell Chadwick,1914.0,89.0,42.0,11.0,11.0,1970.0,56.0,32157.0,42876.0,37816.63,2,5082.0,1
Rafael Canogar,1935.0,57.0,198.5,149.0,1.0,1959.0,24.0,42876.0,64314.0,60776.73,1,29576.5,1
Manuel Rivera,1927.0,67.0,81.0,116.0,1.0,1960.0,33.0,32157.0,42876.0,60776.73,10,9396.0,1
Luis Feito,1929.0,92.0,113.0,146.0,1.0,1959.0,30.0,32157.0,42876.0,64828.51,1,16498.0,1
Manuel Rivera,1927.0,68.0,82.0,100.0,1.0,1963.0,36.0,21438.0,32157.0,32414.26,10,8200.0,1
Martin Chirino,1925.0,94.0,39.0,40.0,23.0,1960.0,35.0,21438.0,32157.0,243106.92,2,35880.0,1
Juana Francés,1928.0,62.0,55.0,65.0,1.0,1961.0,33.0,10719.0,16078.5,13505.94,1,3575.0,1
Manuel Viola,1919.0,68.0,100.0,65.0,1.0,1959.0,40.0,3215.7,4287.6,4051.78,1,6500.0,1
Manuel Viola,1919.0,68.0,46.5,65.0,1.0,1959.0,40.0,2143.8,3215.7,4727.08,1,3022.5,1
Antonio González Suárez,1915.0,60.0,80.5,115.0,1.0,1961.0,46.0,1071.9,2143.8,6482.85,1,9257.5,1
Gerhard Richter,1932.0,90.0,30.0,40.0,1.0,1966.0,34.0,270338.38,363917.05,393030.41,1,1200.0,0
Adolph Gottlieb,1903.0,71.0,60.6,47.9,1.0,1968.0,65.0,124771.56,187157.34,222717.23,1,2902.74,1
A. R. Penck,1939.0,78.0,51.0,76.0,1.0,1988.0,49.0,36391.71,57186.97,78606.08,1,3876.0,1
Nicolas Party,1980.0,42.0,58.4,41.3,1.0,2010.0,30.0,41590.52,62385.78,45853.55,4,2411.9199999999996,0
Gerhard Richter,1932.0,90.0,27.0,40.0,1.0,1969.0,37.0,41590.52,62385.78,52404.06,1,1080.0,0
Ferdinand Hodler,1853.0,65.0,42.5,25.5,1.0,1906.0,53.0,103976.3,155964.45,170313.18,1,1083.75,1
André Lanskoy,1902.0,74.0,81.0,116.0,1.0,1951.0,49.0,51988.15,72783.41,65505.07,1,9396.0,1
Augusto Giacometti,1877.0,70.0,61.5,63.0,1.0,1913.0,36.0,311928.9,519881.5,497838.52,1,3874.5,1
Not Vital,1948.0,74.0,31.1,19.7,11.4,1986.0,38.0,15596.45,18715.73,17031.32,2,6984.438000000001,0
Pablo Picasso,1881.0,92.0,42.0,22.5,1.0,1902.0,21.0,51988.15,72783.41,72055.58,4,945.0,1
Félix Vallotton,1865.0,60.0,28.0,95.5,1.0,1898.0,33.0,15596.45,20795.26,19651.52,5,2674.0,1
Antoni Tàpies,1923.0,89.0,64.5,49.7,1.0,1969.0,46.0,10397.63,15596.45,19651.52,8,3205.65,1
Sonja Sekula,1918.0,45.0,51.0,61.0,1.0,1943.0,25.0,20795.26,31192.89,49783.85,1,3111.0,1
Chiharu Shiota,1972.0,50.0,35.0,35.0,35.0,2013.0,41.0,10397.63,15596.45,41923.24,5,42875.0,0
Dylan Lewis,1964.0,58.0,46.5,34.1,19.9,2002.0,38.0,3119.29,5198.82,9170.71,2,31554.435,0
Dylan Lewis,1964.0,58.0,45.8,17.4,12.2,2003.0,39.0,3119.29,5198.82,4585.35,2,9722.423999999997,0
Helmut Newton,1920.0,84.0,71.5,52.0,7.5,1999.0,79.0,4159.05,6238.58,5240.41,10,27885.0,1
Marcel van Eeden,1965.0,57.0,27.0,43.0,1.0,2015.0,50.0,8318.1,12477.16,24891.93,4,1161.0,0
Burgoyne Diller,1906.0,59.0,23.5,23.0,1.0,1945.0,39.0,4159.05,6238.58,2620.2,10,540.5,1
Thomas Huber,1955.0,67.0,200.0,150.0,1.0,2011.0,56.0,8318.1,12477.16,14411.12,1,30000.0,0
Mel Ramos,1935.0,83.0,58.0,33.0,26.0,2017.0,82.0,18715.73,25994.08,45853.55,2,49764.0,1
André Lhote,1885.0,77.0,65.0,81.0,1.0,1943.0,58.0,18715.73,22874.79,41923.24,1,5265.0,1
Manuel Rivera,1927.0,68.0,82.0,100.0,1.0,1963.0,36.0,21438.0,32157.0,32414.26,10,8200.0,1
Martin Chirino,1925.0,94.0,39.0,40.0,23.0,1960.0,35.0,21438.0,32157.0,243106.92,2,35880.0,1
Juana Francés,1928.0,62.0,55.0,65.0,1.0,1961.0,33.0,10719.0,16078.5,13505.94,1,3575.0,1
Manuel Viola,1919.0,68.0,100.0,65.0,1.0,1959.0,40.0,3215.7,4287.6,4051.78,1,6500.0,1
Manuel Viola,1919.0,68.0,46.5,65.0,1.0,1959.0,40.0,2143.8,3215.7,4727.08,1,3022.5,1
Antonio González Suárez,1915.0,60.0,80.5,115.0,1.0,1961.0,46.0,1071.9,2143.8,6482.85,1,9257.5,1
Christo,1935.0,85.0,71.1,28.0,1.0,1979.0,44.0,85752.0,128628.0,216095.04,4,1990.7999999999997,1
Yves Klein,1928.0,34.0,50.2,26.0,29.9,1962.0,34.0,64314.0,85752.0,148565.34,10,39025.48,1
Gérard Deschamps,1937.0,85.0,65.0,77.5,1.0,1963.0,26.0,16078.5,21438.0,16207.13,10,5037.5,0
Alain Jacquet,1939.0,69.0,114.5,162.5,1.0,1965.0,26.0,21438.0,32157.0,56724.95,6,18606.25,1
Mimmo Rotella,1918.0,88.0,73.0,92.0,1.0,1958.0,40.0,42876.0,64314.0,74282.67,10,6716.0,1
Jacques Villeglé,1926.0,96.0,33.0,46.5,1.0,1957.0,31.0,12862.8,19294.2,17557.72,10,1534.5,0
Jacques Villeglé,1926.0,96.0,33.0,46.5,1.0,1965.0,39.0,3215.7,5359.5,4727.08,10,1534.5,0
Jacques Villeglé,1926.0,96.0,21.3,15.0,1.0,1990.0,64.0,2143.8,3215.7,4727.08,10,319.5,0
François Dufrêne,1930.0,52.0,116.0,88.5,1.0,1981.0,51.0,12862.8,19294.2,17557.72,10,10266.0,1
César,1921.0,77.0,200.0,166.0,1.0,1994.0,73.0,53595.0,75033.0,128306.43,10,33200.0,1
César,1921.0,77.0,157.0,95.0,38.0,1987.0,66.0,53595.0,75033.0,67529.7,2,566770.0,1
César,1921.0,77.0,61.0,50.0,36.0,1957.0,36.0,21438.0,32157.0,27011.88,2,109800.0,1
Andy Warhol,1928.0,59.0,80.0,60.0,1.0,1985.0,57.0,12862.8,19294.2,25661.29,4,4800.0,1
Tom Wesselmann,1931.0,73.0,33.0,44.0,1.0,1970.0,39.0,8575.2,12862.8,17557.72,10,1452.0,1
Allen Jones,1937.0,85.0,197.0,60.0,60.0,2006.0,69.0,42876.0,64314.0,51322.57,2,709200.0,0
Robert Combas,1957.0,65.0,218.0,144.0,1.0,1986.0,29.0,107190.0,160785.0,135059.4,1,31392.0,0
Erro,1932.0,90.0,100.0,117.0,1.0,1967.0,35.0,21438.0,32157.0,32414.26,1,11700.0,0
Erro,1932.0,90.0,100.0,95.0,1.0,1987.0,55.0,10719.0,16078.5,37816.63,1,9500.0,0
Jean Michel Folon,1934.0,71.0,24.0,28.0,8.0,2001.0,67.0,4287.6,6431.4,29713.07,2,5376.0,1
César,1921.0,77.0,101.5,60.0,18.5,1980.0,59.0,42876.0,64314.0,54023.76,2,112665.0,1
Victor Vasarely,1908.0,89.0,122.5,122.5,1.0,1962.0,54.0,85752.0,128628.0,114800.49,1,15006.25,1
Jean-Pierre Pincemin,1944.0,61.0,195.0,195.0,1.0,1987.0,43.0,32157.0,53595.0,40517.82,1,38025.0,1
Takis,1925.0,94.0,47.0,35.0,1.0,1970.0,45.0,3215.7,4287.6,5672.49,10,1645.0,1
Claude Viallat,1936.0,86.0,228.0,161.0,1.0,1975.0,39.0,21438.0,32157.0,18908.32,1,36708.0,0
Jean-Pierre Pincemin,1944.0,61.0,190.0,120.0,1.0,1989.0,45.0,21438.0,32157.0,32414.26,1,22800.0,1
Jean-Pierre Pincemin,1944.0,61.0,215.0,153.5,1.0,2001.0,57.0,21438.0,32157.0,27011.88,1,33002.5,1
Jean Dubuffet,1901.0,84.0,32.0,24.0,1.0,1948.0,47.0,10719.0,16078.5,14856.53,10,768.0,1
Jean Dubuffet,1901.0,84.0,32.0,24.0,1.0,1948.0,47.0,10719.0,16078.5,13505.94,10,768.0,1
Jean Dubuffet,1901.0,84.0,26.0,21.0,1.0,1951.0,50.0,6431.4,8575.2,8103.56,4,546.0,1
Dado,1933.0,77.0,182.0,207.0,1.0,1973.0,40.0,32157.0,53595.0,32414.26,5,37674.0,1
François Rouan,1943.0,79.0,104.0,69.5,1.0,2000.0,57.0,2143.8,3215.7,3511.54,8,7228.0,0
Maria-Helena Vieira da Silva,1908.0,84.0,65.0,50.0,1.0,1955.0,47.0,32157.0,53595.0,40517.82,10,3250.0,1
Georges Mathieu,1921.0,91.0,50.0,64.0,1.0,1958.0,37.0,8575.2,12862.8,13505.94,7,3200.0,1
Henri Michaux,1899.0,85.0,68.0,98.0,1.0,1959.0,60.0,7503.3,10719.0,16207.13,10,6664.0,1
Germaine Richier,1902.0,57.0,22.9,10.0,8.4,1954.0,52.0,10719.0,16078.5,27011.88,2,1923.6,1
Maria Helena Vieira da Silva,1908.0,84.0,22.0,16.0,1.0,1957.0,49.0,7503.3,10719.0,10129.46,7,352.0,1
Olivier Debré,1920.0,79.0,100.0,100.0,1.0,1960.0,40.0,16078.5,21438.0,94541.58,1,10000.0,1
Olivier Debré,1920.0,79.0,30.5,40.5,1.0,1972.0,52.0,3215.7,5359.5,18908.32,1,1235.25,1
Eugène Leroy,1910.0,90.0,162.0,114.0,1.0,1958.0,48.0,21438.0,32157.0,101294.55,1,18468.0,1
Antoni Clavé,1913.0,92.0,104.0,74.3,1.0,1959.0,46.0,16078.5,21438.0,40517.82,5,7727.2,1
Antoni Clavé,1913.0,92.0,75.5,56.5,1.0,1959.0,46.0,10719.0,16078.5,20258.91,5,4265.75,1
Pierre Soulages,1919.0,103.0,56.5,38.0,1.0,1974.0,55.0,4287.6,6431.4,29713.07,3,2147.0,0
Serge Poliakoff,1900.0,69.0,64.5,49.0,1.0,1946.0,46.0,21438.0,32157.0,27011.88,10,3160.5,1
Serge Poliakoff,1900.0,69.0,62.0,48.0,1.0,1946.0,46.0,21438.0,32157.0,29713.07,10,2976.0,1
Victor Vasarely,1906.0,91.0,65.0,50.0,1.0,1947.0,41.0,5359.5,7503.3,9454.16,5,3250.0,1
Takesada Matsutani,1937.0,85.0,41.0,33.0,1.0,1997.0,60.0,10719.0,16078.5,14856.53,10,1353.0,0
Key Sato,1906.0,72.0,116.0,89.0,1.0,1961.0,55.0,7503.3,10719.0,32414.26,1,10324.0,1
Hisao Domoto,1928.0,85.0,89.0,130.0,1.0,1958.0,30.0,27869.4,37516.5,35115.44,1,11570.0,1
Gerhard Richter,1932.0,90.0,100.0,200.0,1.0,2016.0,84.0,12862.8,19294.2,21609.5,10,20000.0,0
Annette Messager,1943.0,79.0,180.0,117.0,1.0,1999.0,56.0,21438.0,32157.0,40517.82,10,21060.0,0
Joyce Pensato,1941.0,81.0,93.0,81.5,1.0,1991.0,50.0,12862.8,19294.2,21609.5,5,7579.5,0
Fabrice Hyber,1961.0,61.0,160.0,100.0,1.0,2008.0,47.0,16078.5,21438.0,20258.91,5,16000.0,0
Korakrit Arunanondchai,1986.0,36.0,96.5,56.0,1.0,2013.0,27.0,8575.2,12862.8,10804.75,10,5404.0,0
Carel Visser,1928.0,87.0,71.3,94.3,7.5,1984.0,56.0,3215.7,5359.5,4051.78,5,50426.924999999996,1
Arcangelo Sassolino,1967.0,55.0,84.0,67.0,12.0,2018.0,51.0,12862.8,19294.2,27011.88,5,67536.0,0
Bruno Peinado,1970.0,52.0,242.0,123.0,70.5,2006.0,36.0,857.52,1071.9,1485.65,2,2098503.0,0
Omar Ba,1977.0,45.0,111.0,85.0,1.0,2016.0,39.0,7503.3,10719.0,21609.5,1,9435.0,0
Sadegh Tirafkan,1965.0,48.0,86.5,124.0,1.0,2009.0,44.0,3215.7,5359.5,4051.78,7,10726.0,1
Vladislav Mamyshev-Monroe,1969.0,44.0,90.0,65.5,1.0,2005.0,36.0,1607.85,2143.8,2025.89,10,5895.0,1
Andrei Molodkin,1966.0,56.0,161.5,130.0,1.0,2004.0,38.0,2143.8,3215.7,4727.08,4,20995.0,0
Arsen Savadov,1962.0,60.0,175.0,231.0,1.0,2003.0,41.0,5359.5,7503.3,14856.53,1,40425.0,0
Yoshitomo Nara,1959.0,63.0,32.0,32.0,1.0,2012.0,53.0,64314.0,96471.0,376558.47,1,1024.0,0
William N. Copley,1919.0,77.0,89.5,117.0,1.0,1965.0,46.0,107190.0,160785.0,324142.56,1,10471.5,1
Jean Dubuffet,1901.0,84.0,100.0,42.0,51.0,1966.0,65.0,214380.0,321570.0,661898.25,10,214200.0,1
Günther Uecker,1930.0,92.0,160.0,160.0,20.3,1972.0,42.0,857520.0,1286280.0,2088597.15,5,519680.0,0
Pierre Soulages,1919.0,103.0,65.0,92.0,1.0,1952.0,33.0,643140.0,964710.0,2153447.1,1,5980.0,0
Zao Wou-Ki,1920.0,93.0,81.0,65.0,1.0,1953.0,33.0,2143800.0,3215700.0,4733831.97,1,5265.0,1
Shiraga Kazuo,1924.0,84.0,116.0,91.0,1.0,1959.0,35.0,696735.0,1018305.0,986148.0,1,10556.0,1
Pierre Soulages,1919.0,103.0,73.0,60.0,1.0,1975.0,56.0,535950.0,750330.0,1180697.85,1,4380.0,0
Jean Dubuffet,1901.0,84.0,117.0,148.0,1.0,1957.0,56.0,535950.0,643140.0,1504947.6,1,17316.0,1
Anselm Kiefer,1945.0,77.0,190.0,140.0,10.0,2007.0,62.0,321570.0,535950.0,376558.47,1,266000.0,0
Gerhard Richter,1932.0,90.0,40.0,30.2,1.0,1984.0,52.0,267975.0,375165.0,428438.43,1,1208.0,0
Sean Scully,1946.0,76.0,137.0,122.0,1.0,1998.0,52.0,375165.0,589545.0,597048.3,1,16714.0,0
Jean-Michel Basquiat,1960.0,28.0,91.0,62.0,1.0,1983.0,23.0,214380.0,321570.0,229600.98,5,5642.0,1
Leonardo Cremonini,1925.0,85.0,195.0,260.5,1.0,1975.0,50.0,53595.0,75033.0,148565.34,1,50797.5,1
Sam Szafran,1934.0,85.0,137.0,98.0,1.0,1974.0,40.0,428760.0,643140.0,661898.25,1,13426.0,1
Sam Szafran,1934.0,85.0,181.0,96.0,1.0,1992.0,58.0,160785.0,214380.0,532198.35,1,17376.0,1
Joseph Sima,1891.0,80.0,100.0,81.0,1.0,1968.0,77.0,128628.0,192942.0,428438.43,1,8100.0,1
Serge Poliakoff,1906.0,63.0,100.0,81.0,1.0,1969.0,63.0,160785.0,214380.0,480318.39,1,8100.0,1
Jean Fautrier,1898.0,66.0,55.0,46.0,1.0,1957.0,59.0,214380.0,321570.0,402498.45,5,2530.0,1
Karel Appel,1921.0,85.0,193.0,130.0,1.0,1960.0,39.0,160785.0,214380.0,297130.68,1,25090.0,1
Antoni Tàpies,1923.0,89.0,129.5,161.0,1.0,1962.0,39.0,267975.0,375165.0,363588.48,5,20849.5,1
Manolo Millares,1926.0,46.0,129.5,162.0,1.0,1959.0,33.0,428760.0,643140.0,467348.4,5,20979.0,1
Antonio Saura,1930.0,68.0,162.5,130.0,1.0,1962.0,32.0,160785.0,214380.0,249859.89,1,21125.0,1
Fernando Zóbel,1924.0,60.0,70.0,100.0,1.0,1959.0,35.0,257256.0,364446.0,921298.05,1,7000.0,1
Jean-Paul Riopelle,1923.0,79.0,59.0,72.0,1.0,1954.0,31.0,139347.0,192942.0,270118.8,1,4248.0,1
Maurice Esteve,1904.0,97.0,54.0,65.0,1.0,1952.0,48.0,85752.0,128628.0,202589.1,1,3510.0,1
Victor Vasarely,1906.0,91.0,140.0,70.0,1.0,1956.0,50.0,128628.0,192942.0,148565.34,1,9800.0,1
Olivier Debré,1920.0,79.0,400.0,400.0,1.0,1989.0,69.0,128628.0,192942.0,162071.28,1,160000.0,1
Christo,1935.0,85.0,99.0,28.0,7.0,1993.0,58.0,107190.0,160785.0,256612.86,10,19404.0,1
Christo,1935.0,85.0,50.0,105.0,5.0,1964.0,29.0,85752.0,128628.0,101294.55,5,26250.0,1
Raymond Hains,1926.0,79.0,200.0,200.0,1.0,1962.0,36.0,107190.0,160785.0,148565.34,10,40000.0,1
Arman,1928.0,77.0,180.0,130.0,25.0,1970.0,42.0,42876.0,64314.0,108047.52,5,585000.0,1
Charles Hossein Zenderoudi,1937.0,85.0,150.0,116.0,1.0,1976.0,39.0,75033.0,107190.0,94541.58,1,17400.0,0
Pierre Soulages,1919.0,103.0,76.0,52.0,1.0,1955.0,36.0,214380.0,321570.0,597048.3,10,3952.0,0
Zao Wou-Ki,1921.0,92.0,54.0,65.0,1.0,1956.0,35.0,1929420.0,2679750.0,4179606.08,1,3510.0,1
Hans Hartung,1904.0,85.0,48.4,72.5,1.0,1948.0,44.0,107190.0,160785.0,128306.43,1,3509.0,1
César,1921.0,77.0,110.0,56.0,24.0,1958.0,37.0,42876.0,64314.0,47270.79,2,147840.0,1
Pierre Soulages,1919.0,103.0,130.0,162.0,1.0,1965.0,46.0,2679750.0,3751650.0,3379057.56,1,21060.0,0
Joan Miró,1893.0,90.0,86.6,97.2,1.0,1960.0,67.0,321570.0,428760.0,661898.25,1,8417.52,1
Alfred Manessier,1911.0,82.0,38.0,46.0,1.0,1952.0,41.0,5359.5,7503.3,24310.69,1,1748.0,1
César,1921.0,77.0,57.0,78.0,31.5,1956.0,35.0,21438.0,32157.0,56724.95,2,140049.0,1
Maurice Estève,1904.0,97.0,67.5,49.5,1.0,1964.0,60.0,32157.0,53595.0,114800.49,1,3341.25,1
Serge Poliakoff,1906.0,63.0,81.0,65.0,1.0,1958.0,52.0,160785.0,214380.0,148565.34,1,5265.0,1
Jean-Michel Atlan,1913.0,47.0,81.0,54.0,1.0,1958.0,45.0,32157.0,53595.0,155318.31,1,4374.0,1
Roger Bissière,1886.0,78.0,32.0,72.0,1.0,1954.0,68.0,21438.0,32157.0,18908.32,1,2304.0,1
Gérard Schneider,1896.0,90.0,89.0,116.0,1.0,1955.0,59.0,21438.0,32157.0,67529.7,1,10324.0,1
Gustave Singier,1909.0,75.0,35.0,24.0,1.0,1948.0,39.0,5359.5,7503.3,37816.63,1,840.0,1
Jean-Michel Atlan,1913.0,47.0,46.5,61.0,1.0,1958.0,45.0,26797.5,37516.5,108047.52,1,2836.5,1
Alfred Manessier,1911.0,82.0,17.5,17.5,1.0,1951.0,40.0,1071.9,2143.8,5402.38,1,306.25,1
Wifredo Lam,1902.0,80.0,51.5,67.7,1.0,1965.0,63.0,21438.0,32157.0,32414.26,1,3486.55,1
Arman,1928.0,77.0,72.0,24.5,9.0,1968.0,40.0,16078.5,21438.0,28362.47,10,15876.0,1
Caio Fonseca,1959.0,63.0,52.0,66.6,1.0,1999.0,40.0,7000.0,9000.0,9450.0,5,3463.2,0
Sol LeWitt,1928.0,79.0,38.1,38.1,1.0,1998.0,70.0,6000.0,8000.0,13860.0,10,1451.6100000000001,1
Sol LeWitt,1928.0,79.0,29.0,16.5,1.0,1992.0,64.0,5000.0,7000.0,10080.0,7,478.5,1
Tom Wesselmann,1931.0,73.0,115.4,96.3,1.0,1991.0,60.0,2000.0,3000.0,2394.0,10,11113.02,1
Tom Wesselmann,1931.0,73.0,46.0,45.5,1.0,1967.0,36.0,6000.0,8000.0,15120.0,3,2093.0,1
Al Taylor,1948.0,51.0,33.5,43.8,1.0,1998.0,50.0,6000.0,8000.0,2016.0,4,1467.3,1
Al Taylor,1948.0,51.0,30.4,22.8,1.0,1990.0,42.0,5000.0,7000.0,4410.0,10,693.12,1
Al Taylor,1948.0,51.0,31.4,24.1,1.0,1985.0,37.0,5000.0,7000.0,22680.0,1,756.74,1
Robert Rauschenberg,1925.0,83.0,113.1,151.1,1.0,2008.0,83.0,6000.0,8000.0,4032.0,1,17089.41,1
Robert Rauschenberg,1925.0,83.0,57.3,44.7,1.0,1962.0,37.0,4000.0,6000.0,13860.0,10,2561.31,1
Jasper Johns,1930.0,92.0,17.3,15.7,1.0,1976.0,46.0,8000.0,12000.0,35280.0,10,271.61,0
Jasper Johns,1930.0,92.0,8.2,6.5,1.0,1976.0,46.0,8000.0,12000.0,8820.0,10,53.3,0
Jasper Johns,1930.0,92.0,17.4,13.5,1.0,2012.0,82.0,4000.0,6000.0,6048.0,10,234.89999999999998,0
Jasper Johns,1930.0,92.0,22.7,15.1,1.0,1967.0,37.0,5000.0,7000.0,17640.0,10,342.77,0
Cy Twombly,1928.0,83.0,22.1,14.9,1.0,1968.0,40.0,5000.0,7000.0,35280.0,10,329.29,1
Pablo Picasso,1881.0,92.0,6.7,5.7,1.0,1914.0,33.0,2000.0,3000.0,6048.0,3,38.190000000000005,1
Pablo Picasso,1881.0,92.0,17.7,15.5,1.0,1933.0,52.0,5000.0,7000.0,8190.0,3,274.34999999999997,1
Pablo Picasso,1881.0,92.0,8.8,8.0,1.0,1933.0,52.0,2500.0,4000.0,5292.0,10,70.4,1
Willem de Kooning,1904.0,93.0,60.3,47.6,1.0,1968.0,64.0,7000.0,9000.0,47880.0,3,2870.2799999999997,1
Betty Parsons,1900.0,82.0,43.1,21.5,1.0,1962.0,62.0,7000.0,9000.0,5040.0,1,926.65,1
Alfred Jensen,1903.0,78.0,25.4,33.0,1.0,1952.0,49.0,6000.0,8000.0,15120.0,1,838.1999999999999,1
Ron Gorchov,1930.0,90.0,50.8,36.8,1.0,1977.0,47.0,8000.0,12000.0,40320.0,1,1869.4399999999998,1
John Dugdale,1960.0,62.0,23.2,18.4,1.0,1994.0,34.0,1000.0,1500.0,1386.0,10,426.87999999999994,0
Christopher Wilmarth,1943.0,44.0,101.6,101.6,5.7,1974.0,31.0,20000.0,30000.0,20160.0,10,58838.592,1
Terry Winters,1949.0,73.0,69.9,103.0,1.0,2005.0,56.0,6000.0,8000.0,11970.0,8,7199.700000000001,0
Philip Taaffe,1955.0,67.0,48.2,67.9,1.0,1986.0,31.0,1500.0,2500.0,882.0,8,3272.7800000000007,0
Alighiero Boetti,1940.0,54.0,17.5,18.5,1.8,1979.0,39.0,21438.0,32157.0,67529.7,5,582.7500000000001,1
George Condo,1957.0,65.0,45.8,38.0,2.0,1987.0,30.0,42876.0,53595.0,60776.73,1,3480.7999999999997,0
Michelangelo Pistoletto,1933.0,89.0,123.3,150.0,2.0,1973.0,40.0,48235.5,64314.0,101294.55,6,36990.0,0
Alighiero Boetti,1940.0,54.0,21.5,29.9,0.6,1968.0,28.0,64314.0,85752.0,74282.67,10,385.7099999999999,1
Mario Schifano,1934.0,64.0,176.5,161.0,4.3,1967.0,33.0,192942.0,267975.0,389528.46,5,122190.95,1
Lucio Fontana,1899.0,69.0,28.0,39.0,4.5,1962.0,63.0,53595.0,75033.0,114800.49,10,4914.0,1
Antonio Calderara,1903.0,75.0,27.0,27.0,1.0,1973.0,70.0,21438.0,32157.0,24310.69,1,729.0,1
Roman Opalka,1931.0,80.0,195.3,135.3,1.0,1965.0,34.0,428760.0,643140.0,1310397.75,1,26424.090000000004,1
On Kawara,1932.0,82.0,25.7,33.0,1.0,1991.0,59.0,214380.0,321570.0,571108.32,10,848.1,1
Franco Angeli,1935.0,53.0,160.0,160.5,1.0,1970.0,35.0,32157.0,42876.0,40517.82,1,25680.0,1
Tano Festa,1938.0,50.0,170.0,170.5,4.0,1965.0,27.0,85752.0,128628.0,108047.52,5,115940.0,1
Sergio Camargo,1930.0,60.0,60.5,50.0,4.3,1971.0,41.0,321570.0,428760.0,441408.42,5,13007.5,1
