artist_name,year_artist_born,age,length,width,height,year_of_work,age_at_work,lower_est_USD,upper_est_USD,sold_in_USD,Material_Category,act_area,posthumous_combined
"Patrick Procktor, R.A.",1936.0,67.0,46.0,35.0,1.0,1967.0,31.0,999.08,1498.62,11014.85,1,1610.0,1
"Patrick Procktor, R.A.",1936.0,67.0,49.0,37.5,1.0,1966.0,30.0,624.42,874.19,2202.97,1,1837.5,1
John Piper,1903.0,89.0,46.0,33.5,1.0,1953.0,50.0,1873.27,2497.7,2360.32,4,1541.0,1
David Bomberg,1890.0,67.0,60.5,73.5,1.0,1943.0,53.0,18732.74,31221.23,70809.74,1,4446.75,1
David Bomberg,1890.0,67.0,15.0,11.5,1.0,1919.0,29.0,1498.62,2247.93,5979.49,4,172.5,1
"Walter Richard Sickert, R.A.",1860.0,82.0,32.0,24.0,1.0,1907.0,47.0,7493.09,9990.79,7867.75,4,768.0,1
Glyn Warren Philpot,1884.0,53.0,40.5,30.5,1.0,1925.0,41.0,12488.49,18732.74,11014.85,1,1235.25,1
Edward Burra,1905.0,71.0,78.0,56.5,1.0,1931.0,26.0,14986.19,22479.28,14161.95,4,4407.0,1
Leon Underwood,1890.0,85.0,56.0,38.0,1.0,1935.0,45.0,624.42,999.08,1258.84,10,2128.0,1
Leon Underwood,1890.0,85.0,49.5,41.0,1.0,1922.0,32.0,499.54,749.31,944.13,10,2029.5,1
"Ivor Abrahams, R.A.",1935.0,80.0,54.0,1.0,1.0,1994.0,59.0,2497.7,3746.55,4405.94,2,54.0,1
Henry Moore,1898.0,88.0,28.5,23.5,1.0,1962.0,64.0,4995.4,7493.09,6294.2,10,669.75,1
Henry Moore,1898.0,88.0,22.5,18.0,1.0,1983.0,85.0,624.42,874.19,786.77,3,405.0,1
Henry Moore,1831.0,64.0,22.5,30.0,1.0,1977.0,146.0,874.19,1123.96,1101.48,3,675.0,1
John Piper,1903.0,89.0,46.0,121.5,1.0,1936.0,33.0,1873.27,2497.7,2360.32,10,5589.0,1
Graham Vivian Sutherland,1903.0,77.0,13.5,21.5,1.0,1936.0,33.0,999.08,1498.62,1888.26,4,290.25,1
Graham Sutherland,1903.0,77.0,15.5,18.5,1.0,1975.0,72.0,1248.85,1873.27,2045.61,10,286.75,1
Denis Mitchell,1912.0,81.0,25.5,35.0,1.0,1947.0,35.0,999.08,1498.62,5035.36,1,892.5,1
Graham Sutherland,1903.0,77.0,16.0,11.0,1.0,1979.0,76.0,1873.27,3122.12,2360.32,10,176.0,1
Michael Ayrton,1921.0,54.0,51.0,76.0,1.0,1946.0,25.0,4995.4,7493.09,25176.8,1,3876.0,1
Michael Ayrton,1921.0,54.0,44.5,35.5,1.0,1952.0,31.0,1248.85,1873.27,1573.55,1,1579.75,1
Frances Hodgkins,1869.0,78.0,50.0,35.5,1.0,1926.0,57.0,2497.7,3746.55,14948.72,4,1775.0,1
Michael Ayrton,1921.0,54.0,31.0,25.0,1.0,1947.0,26.0,3746.55,6244.25,6294.2,1,775.0,1
Michael Ayrton,1921.0,54.0,27.0,1.0,1.0,1966.0,45.0,3746.55,6244.25,5035.36,2,27.0,1
Michael Ayrton,1921.0,54.0,127.0,76.0,1.0,1967.0,46.0,3746.55,6244.25,8654.52,10,9652.0,1
"Laurence Stephen Lowry, R.A.",1887.0,89.0,34.0,24.0,1.0,1963.0,76.0,18732.74,24976.98,40912.29,4,816.0,1
Chris Killip,1946.0,76.0,29.5,37.8,1.0,1987.0,41.0,2497.7,3746.55,4720.65,2,1115.1,0
Bernard Meadows,1915.0,90.0,27.2,22.1,1.0,1960.0,45.0,499.54,749.31,786.77,10,601.12,1
Bernard Meadows,1915.0,90.0,18.1,15.4,1.0,1957.0,42.0,749.31,999.08,944.13,3,278.74,1
Graham Sutherland,1903.0,77.0,22.0,20.0,1.0,1976.0,73.0,2497.7,3746.55,4091.23,10,440.0,1
Graham Sutherland,1903.0,77.0,26.0,20.0,1.0,1976.0,73.0,2497.7,3746.55,4405.94,10,520.0,1
"Sir Sidney Nolan, R.A.",1917.0,75.0,18.0,12.5,1.0,1939.0,22.0,1248.85,1873.27,1888.26,10,225.0,1
"David Hockney, R.A.",1937.0,85.0,26.7,16.5,1.0,1969.0,32.0,999.08,1498.62,1258.84,3,440.55,0
"David Hockney, R.A.",1937.0,85.0,25.5,34.5,2.5,1991.0,54.0,1873.27,2497.7,4720.65,10,2199.375,0
Beryl Cook,1926.0,82.0,40.5,58.5,1.0,1976.0,50.0,9990.79,14986.19,4720.65,1,2369.25,1
"Mary Fedden, R.A.",1915.0,97.0,76.0,50.5,1.0,1975.0,60.0,6244.25,8741.94,14161.95,1,3838.0,1
Maggi Hambling,1945.0,77.0,30.0,25.5,1.0,2003.0,58.0,2497.7,3746.55,4405.94,1,765.0,0
"Dame Elisabeth Frink, R.A.",1930.0,63.0,52.0,77.0,1.0,1978.0,48.0,9990.79,14986.19,15735.5,1,4004.0,1
Sir Lawrence Gowing,1918.0,73.0,33.0,25.5,1.0,1979.0,61.0,999.08,1498.62,2675.03,1,841.5,1
"John Bratby, R.A.",1928.0,64.0,50.5,40.5,1.0,1970.0,42.0,3746.55,6244.25,4720.65,1,2045.25,1
Terry O'Neill,1938.0,81.0,43.0,30.3,1.0,1973.0,35.0,6244.25,8741.94,7080.97,2,1302.9,1
Lorenzo Agius,1962.0,60.0,101.6,76.6,1.0,2004.0,42.0,3746.55,6244.25,4720.65,7,7782.559999999999,0
"Mary Fedden, R.A.",1915.0,97.0,60.0,60.0,1.0,2005.0,90.0,18732.74,31221.23,23603.25,1,3600.0,1
Gary Bunt,1957.0,65.0,80.0,60.0,1.0,2010.0,53.0,7493.09,9990.79,7867.75,1,4800.0,0
Gary Bunt,1957.0,65.0,89.0,117.0,1.0,2020.0,63.0,9990.79,14986.19,31470.99,1,10413.0,0
Bill Brandt,1904.0,79.0,23.2,20.3,1.0,1933.0,29.0,3746.55,6244.25,1888.26,10,470.96,1
Gerald Scarfe,1936.0,86.0,59.5,84.0,1.0,2021.0,85.0,6244.25,8741.94,9441.3,4,4998.0,0
Chris Smith,1937.0,85.0,123.0,226.0,1.0,1964.0,27.0,24976.98,37465.47,31470.99,10,27798.0,0
Slim Aarons,1916.0,90.0,95.5,95.5,1.0,1957.0,41.0,3746.55,6244.25,5035.36,7,9120.25,1
Hamish Mackie,1973.0,49.0,66.0,40.0,40.0,2020.0,47.0,6244.25,8741.94,14948.72,2,105600.0,0
John Gilroy,1898.0,87.0,29.0,23.0,1.0,1942.0,44.0,6244.25,9990.79,8654.52,4,667.0,1
Sir Cecil Beaton,1904.0,76.0,23.0,31.0,1.0,1906.0,2.0,999.08,1498.62,1416.19,4,713.0,1
Philip Townsend,1940.0,76.0,36.5,54.0,1.0,1960.0,20.0,1248.85,1873.27,1573.55,2,1971.0,1
Terry O'Neill,1938.0,81.0,46.4,45.5,1.0,1993.0,55.0,4995.4,7493.09,7080.97,2,2111.2,1
Peter Blake,1932.0,90.0,60.0,44.0,1.0,2010.0,78.0,999.08,1498.62,1416.19,3,2640.0,0
The Connor Brothers,1968.0,54.0,116.0,69.0,1.0,2019.0,51.0,1498.62,2247.93,1888.26,10,8004.0,0
Tracey Emin,1963.0,59.0,11.3,14.8,1.0,2009.0,46.0,999.08,1498.62,2045.61,5,167.24,0
Pure Evil,1968.0,54.0,54.0,44.5,1.0,2021.0,53.0,499.54,749.31,944.13,10,2403.0,0
Pure Evil,1968.0,54.0,54.5,45.5,1.0,2021.0,53.0,499.54,749.31,472.06,10,2479.75,0
Mario Testino,1954.0,68.0,42.0,58.5,1.0,2006.0,52.0,3746.55,6244.25,5035.36,7,2457.0,0
Damien Hirst,1965.0,57.0,24.8,29.8,1.0,2008.0,43.0,2997.24,4370.97,11014.85,10,739.0400000000001,0
Marc Quinn,1964.0,58.0,42.0,10.0,10.0,2011.0,47.0,3122.12,4370.97,3776.52,2,4200.0,0
The Connor Brothers,1968.0,54.0,70.0,44.0,1.0,2015.0,47.0,749.31,999.08,944.13,10,3080.0,0
David Shrigley,1968.0,54.0,76.0,56.0,1.0,2021.0,53.0,2497.7,3746.55,5507.42,3,4256.0,0
The Connor Brothers,1968.0,54.0,75.0,50.0,1.0,2020.0,52.0,999.08,1498.62,1416.19,10,3750.0,0
"Grayson Perry, R.A.",1960.0,62.0,87.8,143.0,1.0,2017.0,57.0,2497.7,3746.55,6608.91,5,12555.4,0
David Shrigley,1968.0,54.0,74.7,55.7,1.0,2021.0,53.0,2497.7,3746.55,2989.74,3,4160.79,0
The Connor Brothers,1968.0,54.0,39.0,26.0,1.0,2020.0,52.0,999.08,1498.62,1101.48,10,1014.0,0
David Shrigley,1968.0,54.0,75.0,55.0,1.0,2019.0,51.0,1873.27,2497.7,7867.75,3,4125.0,0
Colin Self,1941.0,81.0,31.0,52.0,1.0,1969.0,28.0,2497.7,3746.55,4405.94,4,1612.0,0
"Grayson Perry, R.A.",1960.0,62.0,20.0,1.0,1.0,2017.0,57.0,1873.27,2497.7,2675.03,5,20.0,0
David Shrigley,1968.0,54.0,24.0,1.0,1.0,2020.0,52.0,999.08,1498.62,1258.84,5,24.0,0
Tracey Emin,1963.0,59.0,35.0,35.0,1.0,2018.0,55.0,999.08,1498.62,4091.23,5,1225.0,0
Tracey Emin,1963.0,59.0,69.5,49.5,1.0,2015.0,52.0,624.42,874.19,1258.84,3,3440.25,0
Tracey Emin,1963.0,59.0,59.2,84.0,1.0,2005.0,42.0,499.54,749.31,1101.48,3,4972.8,0
Julian Opie,1958.0,64.0,57.0,136.0,1.0,2006.0,48.0,4995.4,7493.09,7867.75,3,7752.0,0
Julian Opie,1958.0,64.0,57.0,135.8,1.0,2006.0,48.0,4995.4,7493.09,7080.97,3,7740.6,0
"Antony Gormley, R.A.",1950.0,72.0,59.6,75.2,1.0,2019.0,69.0,3122.12,4370.97,4091.23,10,4481.92,0
"Antony Gormley, R.A.",1950.0,72.0,20.7,14.5,1.0,2014.0,64.0,999.08,1498.62,1258.84,10,300.15,0
Julian Opie,1958.0,64.0,58.4,8.9,17.5,2020.0,62.0,7493.09,9990.79,9441.3,10,9095.8,0
Patrick Hughes,1939.0,83.0,39.5,112.5,17.0,2021.0,82.0,3746.55,6244.25,4720.65,10,75543.75,0
Chris Levine,1960.0,62.0,85.0,85.0,1.0,2013.0,53.0,4995.4,7493.09,6294.2,5,7225.0,0
Patrick Hughes,1939.0,83.0,102.0,45.0,17.0,2020.0,81.0,4995.4,7493.09,6294.2,10,78030.0,0
"Sir Terry Frost, R.A.",1915.0,88.0,55.5,55.5,1.0,2001.0,86.0,4995.4,7493.09,6608.91,1,3080.25,1
Tony Bevan,1951.0,71.0,211.5,217.5,1.0,1999.0,48.0,31221.23,43709.72,110148.48,1,46001.25,0
Michael Craig-Martin,1941.0,81.0,41.0,36.0,1.0,1996.0,55.0,7493.09,9990.79,17309.05,1,1476.0,0
Marc Quinn,1964.0,58.0,40.5,30.5,1.0,2008.0,44.0,9990.79,14986.19,20456.15,1,1235.25,0
Marc Quinn,1964.0,58.0,90.0,51.5,49.0,2006.0,42.0,24976.98,37465.47,45632.94,5,227115.0,0
Sean Scully,1946.0,76.0,57.0,76.0,1.0,2012.0,66.0,49953.96,74930.94,94412.98,1,4332.0,0
Mark Francis,1963.0,59.0,183.0,152.5,1.0,1995.0,32.0,7493.09,9990.79,28323.9,1,27907.5,0
Mark Alexander,1966.0,56.0,67.0,56.0,1.0,2005.0,39.0,6244.25,8741.94,22029.7,1,3752.0,0
Glenn Brown,1966.0,56.0,53.3,37.5,1.0,2017.0,51.0,49953.96,74930.94,75530.39,5,1998.75,0
Oscar Murillo,1986.0,36.0,260.5,240.0,1.0,2018.0,32.0,124884.9,187327.35,314709.95,1,62520.0,0
Idris Khan,1978.0,44.0,237.8,200.0,1.0,2012.0,34.0,49953.96,74930.94,62941.99,7,47560.0,0
"Sir Peter Blake, R.A.",1932.0,90.0,126.0,448.0,26.0,1989.0,57.0,49953.96,74930.94,62941.99,5,1467648.0,0
"Allen Jones, R.A.",1937.0,85.0,304.5,183.0,1.0,2002.0,65.0,37465.47,62442.45,86545.24,1,55723.5,0
Henry Hudson,1982.0,40.0,183.0,244.0,1.0,2014.0,32.0,37465.47,49953.96,33044.54,5,44652.0,0
Oscar Murillo,1986.0,36.0,225.0,225.0,1.0,2014.0,28.0,99907.92,149861.88,141619.48,1,50625.0,0
Mat Collishaw,1966.0,56.0,225.0,225.0,1.0,2012.0,46.0,37465.47,49953.96,14948.72,1,50625.0,0
Louis Smith,1969.0,53.0,250.0,180.0,1.0,2011.0,42.0,12488.49,18732.74,6294.2,1,45000.0,0
Ariamna Contino,1984.0,38.0,49.8,64.0,1.0,2014.0,30.0,6244.25,8741.94,4091.23,10,3187.2,0
Kevin Berlin,1965.0,57.0,186.0,135.0,1.0,2000.0,35.0,1248.85,1873.27,1730.9,1,25110.0,0
John Keane,1954.0,68.0,200.0,200.0,1.0,2015.0,61.0,3746.55,6244.25,5035.36,1,40000.0,0
Ged Quinn,1963.0,59.0,244.0,200.0,1.0,2012.0,49.0,24976.98,37465.47,15735.5,1,48800.0,0
Hugo Wilson,1982.0,40.0,150.2,250.0,1.0,2014.0,32.0,12488.49,18732.74,75530.39,1,37550.0,0
Richard Patterson,1963.0,59.0,31.1,25.7,1.0,2006.0,43.0,4995.4,7493.09,12588.4,1,799.27,0
Peter Newman,1969.0,53.0,182.0,182.0,1.0,2003.0,34.0,2497.7,3746.55,3147.1,1,33124.0,0
Peter Newman,1969.0,53.0,90.5,365.0,1.0,2004.0,35.0,2497.7,3746.55,1101.48,1,33032.5,0
Peter Newman,1969.0,53.0,424.0,424.0,1.0,2004.0,35.0,12488.49,18732.74,7553.04,5,179776.0,0
Sax Impey,1969.0,53.0,61.0,122.0,1.0,2015.0,46.0,2497.7,3746.55,1573.55,5,7442.0,0
Richard Wentworth,1947.0,75.0,41.6,85.0,1.0,2009.0,62.0,1248.85,1873.27,944.13,7,3536.0,0
James Holdsworth,1969.0,53.0,76.0,76.0,1.0,2004.0,35.0,749.31,999.08,472.06,1,5776.0,0
James Holdsworth,1969.0,53.0,68.5,48.0,1.0,2004.0,35.0,749.31,999.08,472.06,1,3288.0,0
Ray Richardson,1964.0,58.0,182.5,244.0,1.0,2001.0,37.0,3746.55,6244.25,7553.04,1,44530.0,0
Ray Richardson,1964.0,58.0,183.0,365.5,1.0,2002.0,38.0,3746.55,6244.25,5035.36,1,66886.5,0
Antony Micallef,1975.0,47.0,80.3,100.0,1.0,2006.0,31.0,7493.09,9990.79,4720.65,1,8030.0,0
Keith Tyson,1969.0,53.0,152.5,122.0,1.0,2000.0,31.0,6244.25,8741.94,12588.4,5,18605.0,0
Susan Hefuna,1962.0,60.0,42.0,30.0,1.0,2009.0,47.0,124.88,249.77,472.06,10,1260.0,0
Tim Bavington,1966.0,56.0,76.5,121.0,1.0,2004.0,38.0,3746.55,6244.25,6608.91,1,9256.5,0
Tim Bavington,1966.0,56.0,71.0,71.0,1.0,2004.0,38.0,3746.55,6244.25,5035.36,1,5041.0,0
Glen Baxter,1944.0,78.0,80.0,58.5,1.0,2015.0,71.0,1248.85,1873.27,2045.61,7,4680.0,0
Flora Yukhnovich,1990.0,32.0,21.0,15.3,1.0,2018.0,28.0,4995.4,7493.09,55074.24,1,321.3,0
Petra Cortright,1986.0,36.0,162.5,122.0,1.0,2014.0,28.0,12488.49,18732.74,40912.29,5,19825.0,0
Aboudia,1983.0,39.0,124.3,199.5,1.0,2013.0,30.0,24976.98,37465.47,102280.73,1,24797.85,0
Jonathan Lasker,1948.0,74.0,15.2,20.4,1.0,2005.0,57.0,3746.55,6244.25,18882.6,1,310.08,0
Retna,1979.0,43.0,175.0,148.0,1.0,2015.0,36.0,18732.74,24976.98,94412.98,1,25900.0,0
Aboudia,1983.0,39.0,60.0,60.0,1.0,2005.0,22.0,7493.09,9990.79,47206.49,5,3600.0,0
Gary Hume,1962.0,60.0,35.5,28.0,1.0,2006.0,44.0,3746.55,4995.4,5507.42,8,994.0,0
Julian Opie,1958.0,64.0,101.7,39.9,1.0,2007.0,49.0,14986.19,22479.28,40912.29,6,4057.83,0
Stik,1979.0,43.0,40.0,40.0,1.0,2008.0,29.0,9990.79,14986.19,59794.89,1,1600.0,0
Banksy,1974.0,48.0,50.0,70.0,1.0,2004.0,30.0,14986.19,22479.28,37765.19,3,3500.0,0
Damien Hirst,1965.0,57.0,61.0,61.0,1.0,2004.0,39.0,49953.96,74930.94,125883.98,10,3721.0,0
Cornelia Parker,1956.0,66.0,52.0,57.0,1.0,2008.0,52.0,4995.4,7493.09,6294.2,2,2964.0,0
Marcel Dzama,1974.0,48.0,28.0,21.5,1.0,2007.0,33.0,3122.12,4370.97,3776.52,10,602.0,0
Yoshitomo Nara,1959.0,63.0,14.5,21.0,1.0,1989.0,30.0,9990.79,14986.19,18882.6,4,304.5,0
George Condo,1957.0,65.0,24.3,18.1,1.0,1984.0,27.0,9990.79,14986.19,28323.9,1,439.83000000000004,0
Andy Denzler,1965.0,57.0,120.5,140.0,1.0,2014.0,49.0,18732.74,24976.98,34618.09,1,16870.0,0
Julian Opie,1958.0,64.0,99.0,58.2,1.0,2005.0,47.0,22479.28,27474.68,28323.9,10,5761.8,0
Stik,1979.0,43.0,70.0,100.0,1.0,2010.0,31.0,24976.98,37465.47,133751.73,1,7000.0,0
Jonas Wood,1977.0,45.0,53.0,53.2,1.0,2003.0,26.0,12488.49,18732.74,22029.7,1,2819.6000000000004,0
Anselm Reyle,1970.0,52.0,99.0,97.0,28.0,2006.0,36.0,31221.23,43709.72,37765.19,2,268884.0,0
Marcello Lo Giudice,1957.0,65.0,79.7,70.0,1.0,2020.0,63.0,18732.74,24976.98,31470.99,1,5579.0,0
Juan Uslé,1954.0,68.0,198.0,102.1,1.0,1993.0,39.0,18732.74,24976.98,15735.5,10,20215.8,0
Michel Majerus,1967.0,35.0,60.2,60.2,1.0,1999.0,32.0,7493.09,9990.79,20456.15,1,3624.0400000000004,1
Michel Majerus,1967.0,35.0,160.0,140.5,1.0,1998.0,31.0,14986.19,22479.28,141619.48,1,22480.0,1
Michel Majerus,1967.0,35.0,60.0,60.0,1.0,1999.0,32.0,7493.09,9990.79,44059.39,1,3600.0,1
Ethan Cook,1982.0,40.0,230.5,306.1,1.0,2013.0,31.0,7493.09,9990.79,14161.95,10,70556.05,0
Jo Niemeyer,1946.0,76.0,80.0,80.0,1.0,1990.0,44.0,4995.4,7493.09,8654.52,1,6400.0,0
Imi Knoebel,1940.0,82.0,40.2,15.2,7.5,1992.0,52.0,3122.12,4370.97,5035.36,1,4582.8,0
David Ostrowski,1981.0,41.0,241.0,191.0,1.0,2014.0,33.0,6244.25,8741.94,10228.07,5,46031.0,0
Sol LeWitt,1928.0,79.0,57.5,74.9,1.0,2000.0,72.0,18732.74,24976.98,14948.72,10,4306.75,1
Karel Appel,1921.0,85.0,38.2,53.9,1.0,1960.0,39.0,8741.94,12488.49,11014.85,4,2058.98,1
A.R. Penck and Frank Wollny,1939.0,78.0,67.5,17.0,16.5,1990.0,51.0,9990.79,14986.19,8654.52,2,18933.75,1
Pablo Atchugarry,1954.0,68.0,190.0,25.0,25.0,1998.0,44.0,62442.45,87419.43,86545.24,10,118750.0,0
Igor Mitoraj,1944.0,78.0,27.0,43.0,30.0,1986.0,42.0,18732.74,24976.98,37765.19,10,34830.0,0
Roe Ethridge,1969.0,53.0,76.2,96.5,1.0,2003.0,34.0,2497.7,3746.55,2832.39,10,7353.3,0
Roe Ethridge,1969.0,53.0,101.6,127.0,1.0,2004.0,35.0,2497.7,3746.55,1573.55,10,12903.199999999999,0
Olafur Eliasson,1967.0,55.0,99.8,100.0,1.0,1994.0,27.0,4995.4,7493.09,5979.49,10,9980.0,0
Wolfgang Tillmans,1968.0,54.0,61.0,50.8,1.0,2000.0,32.0,18732.74,24976.98,17309.05,10,3098.7999999999997,0
Robert Mapplethorpe,1946.0,43.0,10.6,14.5,1.0,1974.0,28.0,4995.4,7493.09,4720.65,10,153.7,1
Robert Mapplethorpe,1946.0,43.0,10.6,14.5,1.0,1974.0,28.0,4995.4,7493.09,4720.65,10,153.7,1
Leigh Ledare,1976.0,46.0,121.0,96.0,1.0,2013.0,37.0,3746.55,4995.4,2675.03,5,11616.0,0
Richard Billingham,1970.0,52.0,51.0,76.0,1.0,1995.0,25.0,1248.85,1873.27,1573.55,10,3876.0,0
Hannah Starkey,1971.0,51.0,122.0,183.0,1.0,2002.0,31.0,1248.85,1873.27,1258.84,10,22326.0,0
Kura Shomali,1979.0,43.0,105.0,75.0,1.0,2012.0,33.0,1248.85,1873.27,2517.68,4,7875.0,0
Dana Frankfort,1971.0,51.0,114.3,213.9,1.0,2006.0,35.0,2497.7,3746.55,3147.1,1,24448.77,0
Pierre Carreau,1972.0,50.0,98.0,188.3,1.0,2015.0,43.0,1248.85,2497.7,1416.19,10,18453.4,0
Marc Quinn,1964.0,58.0,62.3,35.6,30.5,1990.0,26.0,6244.25,8741.94,9441.3,10,67645.34,0
Fredrik Vaerslev,1979.0,43.0,45.5,46.0,1.0,2010.0,31.0,1248.85,1873.27,5979.49,1,2093.0,0
Derek Paul Boyle,1985.0,37.0,152.8,91.4,1.0,2014.0,29.0,1248.85,2497.7,1101.48,10,13965.920000000002,0
Alexander May,1983.0,39.0,71.3,60.0,1.0,2011.0,28.0,1248.85,2497.7,1101.48,5,4278.0,0
Nathan Hylden,1978.0,44.0,196.7,145.0,1.0,2010.0,32.0,3746.55,4995.4,1888.26,1,28521.5,0
Blake Rayne,1969.0,53.0,113.0,86.4,1.0,2006.0,37.0,2497.7,3746.55,2202.97,1,9763.2,0
Ned Vena,1982.0,40.0,162.8,162.8,1.0,2014.0,32.0,2497.7,3746.55,7080.97,10,26503.840000000004,0
Alex Hubbard,1975.0,47.0,213.7,158.0,1.0,2010.0,35.0,3746.55,4995.4,7553.04,1,33764.6,0
Nam June Paik,1932.0,74.0,32.0,19.0,15.0,1995.0,63.0,3746.55,4995.4,4091.23,10,9120.0,1
Matias Faldbakken,1973.0,49.0,135.1,89.2,1.0,2010.0,37.0,2497.7,3746.55,2989.74,4,12050.92,0
Jonas Wood,1977.0,45.0,58.5,58.5,1.0,2017.0,40.0,624.42,874.19,1416.19,3,3422.25,0
Yoshitomo Nara,1960.0,62.0,61.0,45.6,1.0,2019.0,59.0,1248.85,1873.27,2989.74,3,2781.6,0
Frederik Vaerslev and Ståle Vold,1951.0,71.0,90.0,78.0,14.0,2010.0,59.0,999.08,1498.62,472.06,1,98280.0,0
Sean Raspet,1981.0,41.0,76.2,51.0,39.0,2015.0,34.0,624.42,874.19,1101.48,10,151561.80000000002,0
Eric Sidner,1985.0,37.0,4.0,10.0,10.3,2015.0,30.0,999.08,1498.62,314.71,7,412.0,0
Matthew Darbyshire,1977.0,45.0,113.8,31.0,27.0,2010.0,33.0,624.42,874.19,1101.48,10,95250.59999999999,0
Sam Falls,1984.0,38.0,266.8,169.0,1.0,2013.0,29.0,3746.55,4995.4,5507.42,5,45089.200000000004,0
Mike Bouchet,1980.0,42.0,199.8,199.8,1.0,2014.0,34.0,7493.09,9990.79,10228.07,1,39920.04000000001,0
Josh Kolbo,1984.0,38.0,269.5,192.5,83.0,2012.0,28.0,1248.85,2497.7,944.13,10,4305936.25,0
Carlos Amorales,1970.0,52.0,50.0,37.5,1.0,2009.0,39.0,2497.7,3746.55,5979.49,1,1875.0,0
Andrei Roiter,1960.0,62.0,241.0,309.0,1.0,1991.0,31.0,4995.4,7493.09,4720.65,1,74469.0,0
Tung Chiao,1942.0,80.0,21.7,70.0,1.0,2021.0,79.0,3314.3,5098.92,9636.96,7,1519.0,0
Tung Chiao,1942.0,80.0,50.5,11.1,1.0,2021.0,79.0,3569.24,5098.92,8030.8,7,560.55,0
Tung Chiao,1942.0,80.0,100.0,14.0,1.0,2021.0,79.0,4079.14,6373.65,13652.36,7,1400.0,0
Yu Youren,1879.0,85.0,133.3,31.2,1.0,1949.0,70.0,3824.19,6373.65,24092.39,7,4158.96,1
Huang Junbi,1898.0,93.0,89.8,48.5,1.0,1971.0,73.0,2549.46,5098.92,17667.75,7,4355.3,1
Zeng Xi,1861.0,69.0,104.0,51.5,1.0,1921.0,60.0,2549.46,5098.92,5139.71,7,5356.0,1
Zhao Shao'ang,1905.0,93.0,29.2,36.8,1.0,1981.0,76.0,3824.19,6373.65,6745.87,7,1074.56,1
Yang Shanshen,1913.0,91.0,72.7,34.0,1.0,1988.0,75.0,3059.35,5098.92,4818.48,7,2471.8,1
Feng Kanghou,1901.0,82.0,91.1,40.8,1.0,1982.0,81.0,637.36,892.31,3051.7,7,3716.8799999999997,1
Zhang Shaoshi,1913.0,78.0,65.0,134.2,1.0,1986.0,73.0,2549.46,5098.92,6103.41,7,8723.0,1
Li Keran,1907.0,82.0,67.5,45.3,1.0,1983.0,76.0,50989.19,76483.78,64246.38,7,3057.75,1
John Rogers Herbert,1810.0,80.0,33.0,53.0,1.0,1873.0,63.0,500.0,700.0,1386.0,1,1749.0,1
Lili Elbe,1882.0,49.0,52.5,40.5,1.0,1902.0,20.0,800.0,1200.0,504.0,3,2126.25,1
Wilhelm Wachtel,1875.0,67.0,34.9,50.1,1.0,1929.0,54.0,1200.0,1800.0,378.0,1,1748.49,1
Beatrice Rozenberg,1913.0,82.0,45.7,56.2,1.0,1961.0,48.0,2000.0,3000.0,630.0,1,2568.34,1
Vik Muniz,1961.0,61.0,91.4,182.9,1.0,2008.0,47.0,18000.0,25000.0,20160.0,7,16717.06,0
Ivan Turetskyy,1956.0,66.0,79.3,60.6,1.0,2017.0,61.0,2000.0,3000.0,4032.0,1,4805.58,0
Kate Brinkworth,1977.0,45.0,50.0,75.5,1.0,2011.0,34.0,2000.0,3000.0,1512.0,1,3775.0,0
Sam Durant,1961.0,61.0,389.8,166.0,166.0,2006.0,45.0,10000.0,15000.0,20160.0,10,10741328.8,0
Yves Klein,1928.0,34.0,38.1,125.7,101.5,1963.0,35.0,10000.0,15000.0,15120.0,10,486100.75500000006,1
Norman Bluhm,1921.0,78.0,40.6,182.9,1.0,1970.0,49.0,10000.0,15000.0,8820.0,1,7425.740000000001,1
George Rickey,1907.0,95.0,36.8,114.3,25.4,1981.0,74.0,18000.0,25000.0,35280.0,2,106838.49599999998,1
Philip Pearlstein,1924.0,98.0,152.7,211.4,1.0,2003.0,79.0,25000.0,35000.0,32760.0,1,32280.78,0
Lili Elbe,1882.0,49.0,52.0,44.5,1.0,1902.0,20.0,800.0,1200.0,1512.0,3,2314.0,1
Victor Moya Calvo,1889.0,83.0,62.3,53.0,1.0,1925.0,36.0,2000.0,3000.0,2394.0,1,3301.8999999999996,1
Morris Kestelman,1905.0,93.0,45.0,60.0,1.0,1932.0,27.0,800.0,1200.0,1008.0,1,2700.0,1
Menachem Helholz-Or,1911.0,97.0,34.3,24.4,1.0,2008.0,97.0,300.0,500.0,63.0,4,836.9199999999998,1
Karina Ami,1898.0,81.0,26.6,22.2,1.0,1925.0,27.0,300.0,500.0,378.0,10,590.52,1
Karina Ami,1898.0,81.0,53.3,35.5,1.0,1932.0,34.0,300.0,500.0,126.0,7,1892.1499999999999,1
Miklós Petrányi,1887.0,135.0,65.4,52.7,1.0,1910.0,23.0,800.0,1200.0,756.0,1,3446.5800000000004,0
John Linnell,1792.0,90.0,63.5,99.0,1.0,1857.0,65.0,18732.74,24976.98,75530.39,1,6286.5,1
Peder Mønsted,1859.0,82.0,120.0,200.0,1.0,1907.0,48.0,74930.94,99907.92,188825.97,1,24000.0,1
John Atkinson Grimshaw,1836.0,57.0,30.0,40.0,1.0,1892.0,56.0,74930.94,99907.92,86545.24,1,1200.0,1
